Region,Region.1,Fuel,Value,,Unit,Source,Updated at,Updated by
FSU,Oceania,Area_Rooftop_Residential,10175.17743,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Africa,Area_Rooftop_Residential,6783.819556,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Asia-Rest,Area_Rooftop_Residential,3305.882699,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Central & South America,Area_Rooftop_Residential,15592.11016,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,China,Area_Rooftop_Residential,2757.710221,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Europe,Area_Rooftop_Residential,6271.833761,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,FSU,Area_Rooftop_Residential,3837.865868,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Japan + Republic of Korea,Area_Rooftop_Residential,5583.267342,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Middle East,Area_Rooftop_Residential,2761.847935,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,North America,Area_Rooftop_Residential,12199.49225,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Oceania,Area_Rooftop_Residential,8007.382799,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Africa,Area_Rooftop_Residential,11953.10263,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Asia-Rest,Area_Rooftop_Residential,4150.842264,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Central & South America,Area_Rooftop_Residential,16875.34825,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,China,Area_Rooftop_Residential,2911.301733,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Europe,Area_Rooftop_Residential,8826.835866,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,FSU,Area_Rooftop_Residential,4250.976952,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,India,Area_Rooftop_Residential,5583.267342,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Middle East,Area_Rooftop_Residential,7620.153303,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,North America,Area_Rooftop_Residential,9223.299405,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Oceania,Area_Rooftop_Residential,6859.546762,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Africa,Area_Rooftop_Residential,4343.732131,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Asia-Rest,Area_Rooftop_Residential,6065.803234,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Central & South America,Area_Rooftop_Residential,12861.11677,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,China,Area_Rooftop_Residential,4759.676467,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Europe,Area_Rooftop_Residential,3929.60841,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,FSU,Area_Rooftop_Residential,4132.502748,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,India,Area_Rooftop_Residential,2761.847935,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Japan + Republic of Korea,Area_Rooftop_Residential,7620.153303,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,North America,Area_Rooftop_Residential,11092.46665,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Oceania,Area_Rooftop_Residential,10622.14299,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Africa,Area_Rooftop_Residential,11379.1441,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Asia-Rest,Area_Rooftop_Residential,13170.39014,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Central & South America,Area_Rooftop_Residential,7652.175283,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,China,Area_Rooftop_Residential,10378.28708,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Europe,Area_Rooftop_Residential,7508.50222,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,FSU,Area_Rooftop_Residential,8399.02516,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,India,Area_Rooftop_Residential,12199.49225,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Japan + Republic of Korea,Area_Rooftop_Residential,9223.299405,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Middle East,Area_Rooftop_Residential,11092.46665,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Oceania,Area_Rooftop_Residential,14757.4025,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Africa,Area_Rooftop_Residential,13028.48755,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Asia-Rest,Area_Rooftop_Residential,4887.189586,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Central & South America,Area_Rooftop_Residential,15547.51929,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,China,Area_Rooftop_Residential,7672.255997,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Europe,Area_Rooftop_Residential,14233.59643,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,FSU,Area_Rooftop_Residential,10175.17743,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,India,Area_Rooftop_Residential,8007.382799,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Japan + Republic of Korea,Area_Rooftop_Residential,6859.546762,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Middle East,Area_Rooftop_Residential,10622.14299,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,North America,Area_Rooftop_Residential,14757.4025,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Asia-Rest,Biofuel,9800.597366,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Central & South America,Biofuel,8904.563084,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,China,Biofuel,9102.089819,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Europe,Biofuel,4729.362996,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,FSU,Biofuel,8074.947493,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,India,Biofuel,6783.819556,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Japan + Republic of Korea,Biofuel,11953.10263,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Middle East,Biofuel,4343.732131,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,North America,Biofuel,11379.1441,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Oceania,Biofuel,13028.48755,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Africa,Biofuel,9800.597366,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Central & South America,Biofuel,18620.87487,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,China,Biofuel,3073.234639,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Europe,Biofuel,9357.778653,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,FSU,Biofuel,5547.799376,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,India,Biofuel,3305.882699,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Japan + Republic of Korea,Biofuel,4150.842264,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Middle East,Biofuel,6065.803234,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,North America,Biofuel,13170.39014,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Oceania,Biofuel,4887.189586,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Africa,Biofuel,8904.563084,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Asia-Rest,Biofuel,18620.87487,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,China,Biofuel,16782.15593,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Europe,Biofuel,9992.18997,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,FSU,Biofuel,14293.65694,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,India,Biofuel,15592.11016,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Japan + Republic of Korea,Biofuel,16875.34825,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Middle East,Biofuel,12861.11677,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,North America,Biofuel,7652.175283,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Oceania,Biofuel,15547.51929,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Africa,Biofuel,9102.089819,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Asia-Rest,Biofuel,3073.234639,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Central & South America,Biofuel,16782.15593,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Europe,Biofuel,6852.235455,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,FSU,Biofuel,2521.363399,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,India,Biofuel,2757.710221,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Japan + Republic of Korea,Biofuel,2911.301733,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Middle East,Biofuel,4759.676467,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,North America,Biofuel,10378.28708,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Oceania,Biofuel,7672.255997,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Africa,Biofuel,4729.362996,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Asia-Rest,Biofuel,9357.778653,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Central & South America,Biofuel,9992.18997,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,China,Biofuel,6852.235455,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,FSU,Biofuel,4623.134493,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,India,Biofuel,6271.833761,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Japan + Republic of Korea,Biofuel,8826.835866,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Middle East,Biofuel,3929.60841,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,North America,Biofuel,7508.50222,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Oceania,Biofuel,14233.59643,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Africa,Biofuel,8074.947493,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Asia-Rest,Biofuel,5547.799376,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Central & South America,Biofuel,14293.65694,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,China,Biofuel,2521.363399,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Europe,Biofuel,4623.134493,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,India,Biofuel,3837.865868,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Japan + Republic of Korea,Biofuel,4250.976952,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Middle East,Biofuel,4132.502748,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,North America,Biofuel,8399.02516,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Oceania,Biofuel,10175.17743,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Africa,Biofuel,6783.819556,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Asia-Rest,Biofuel,3305.882699,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Central & South America,Biofuel,15592.11016,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,China,Biofuel,2757.710221,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Europe,Biofuel,6271.833761,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,FSU,Biofuel,3837.865868,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Japan + Republic of Korea,Biofuel,5583.267342,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Middle East,Biofuel,2761.847935,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,North America,Biofuel,12199.49225,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Oceania,Biofuel,8007.382799,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Africa,Biofuel,11953.10263,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Asia-Rest,Biofuel,4150.842264,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Central & South America,Biofuel,16875.34825,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,China,Biofuel,2911.301733,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Europe,Biofuel,8826.835866,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,FSU,Biofuel,4250.976952,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,India,Biofuel,5583.267342,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Middle East,Biofuel,7620.153303,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,North America,Biofuel,9223.299405,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Oceania,Biofuel,6859.546762,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Africa,Biofuel,4343.732131,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Asia-Rest,Biofuel,6065.803234,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Central & South America,Biofuel,12861.11677,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,China,Biofuel,4759.676467,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Europe,Biofuel,3929.60841,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,FSU,Biofuel,4132.502748,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,India,Biofuel,2761.847935,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Japan + Republic of Korea,Biofuel,7620.153303,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,North America,Biofuel,11092.46665,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Oceania,Biofuel,10622.14299,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Africa,Biofuel,11379.1441,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Asia-Rest,Biofuel,13170.39014,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Central & South America,Biofuel,7652.175283,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,China,Biofuel,10378.28708,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Europe,Biofuel,7508.50222,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,FSU,Biofuel,8399.02516,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,India,Biofuel,12199.49225,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Japan + Republic of Korea,Biofuel,9223.299405,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Middle East,Biofuel,11092.46665,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Oceania,Biofuel,14757.4025,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Africa,Biofuel,13028.48755,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Asia-Rest,Biofuel,4887.189586,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Central & South America,Biofuel,15547.51929,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,China,Biofuel,7672.255997,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Europe,Biofuel,14233.59643,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,FSU,Biofuel,10175.17743,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,India,Biofuel,8007.382799,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Japan + Republic of Korea,Biofuel,6859.546762,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Middle East,Biofuel,10622.14299,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,North America,Biofuel,14757.4025,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Asia-Rest,Biomass,9800.597366,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Central & South America,Biomass,8904.563084,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,China,Biomass,9102.089819,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Europe,Biomass,4729.362996,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,FSU,Biomass,8074.947493,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,India,Biomass,6783.819556,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Japan + Republic of Korea,Biomass,11953.10263,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Middle East,Biomass,4343.732131,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,North America,Biomass,11379.1441,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Oceania,Biomass,13028.48755,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Africa,Biomass,9800.597366,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Central & South America,Biomass,18620.87487,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,China,Biomass,3073.234639,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Europe,Biomass,9357.778653,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,FSU,Biomass,5547.799376,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,India,Biomass,3305.882699,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Japan + Republic of Korea,Biomass,4150.842264,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Middle East,Biomass,6065.803234,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,North America,Biomass,13170.39014,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Oceania,Biomass,4887.189586,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Africa,Biomass,8904.563084,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Asia-Rest,Biomass,18620.87487,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,China,Biomass,16782.15593,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Europe,Biomass,9992.18997,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,FSU,Biomass,14293.65694,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,India,Biomass,15592.11016,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Japan + Republic of Korea,Biomass,16875.34825,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Middle East,Biomass,12861.11677,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,North America,Biomass,7652.175283,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Oceania,Biomass,15547.51929,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Africa,Biomass,9102.089819,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Asia-Rest,Biomass,3073.234639,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Central & South America,Biomass,16782.15593,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Europe,Biomass,6852.235455,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,FSU,Biomass,2521.363399,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,India,Biomass,2757.710221,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Japan + Republic of Korea,Biomass,2911.301733,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Middle East,Biomass,4759.676467,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,North America,Biomass,10378.28708,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Oceania,Biomass,7672.255997,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Africa,Biomass,4729.362996,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Asia-Rest,Biomass,9357.778653,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Central & South America,Biomass,9992.18997,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,China,Biomass,6852.235455,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,FSU,Biomass,4623.134493,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,India,Biomass,6271.833761,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Japan + Republic of Korea,Biomass,8826.835866,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Middle East,Biomass,3929.60841,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,North America,Biomass,7508.50222,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Oceania,Biomass,14233.59643,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Africa,Biomass,8074.947493,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Asia-Rest,Biomass,5547.799376,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Central & South America,Biomass,14293.65694,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,China,Biomass,2521.363399,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Europe,Biomass,4623.134493,,km,Own calulation,20.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
