Source: ERA5 reanalysis data using Atlite (For global data see Assumptions.txt with notes by Viktor Rosenberg 2026.07.21); 19.04.2024; Konstantin Loeffler <kl@wip.tu-berlin.de>
HOUR,AT,BE,BG,CH,CZ,DE,DK,EE,ES,FI,FR,GR,HR,HU,IE,IT,LT,LU,LV,NL,NO,PL,PT,RO,NONEU_Balkan,SE,SI,SK,TR,UK,Africa,Asia-Rest,China,Europe,FSU,India,Japan + Republic of Korea,Central & South America,Middle East,North America,Oceania
6466,0.627989098,0.627687405,0.855514484,0.597300703,0.67570129,0.567940424,0.547497813,0.687130229,0.264053307,0.876218536,0.425299732,0.806718747,0.757808244,0.733731572,0.828613366,0.570459323,0.583068574,0.678050225,0.61492889,0.523596904,0.941388845,0.576281529,0.200319655,0.849743077,0.882589688,0.836954272,0.774001152,0.839865455,0.450122216,0.673445892,0.5104437044084998,0.4388121293800539,0.5190118670886076,0.7799620268620269,0.3001286274509804,0.5381026378896883,0.3908913461538461,1.2773067744418785,0.3447571917808219,0.8344526406926407,1.030440748355263
6467,0.482455407,0.423938188,0.653996242,0.462837849,0.549405601,0.40106469300000003,0.488939741,0.66998544,0.209642066,0.86282724,0.262636528,0.660039831,0.520604058,0.551981177,0.742319945,0.389138512,0.517577743,0.479294564,0.575251516,0.376372793,0.930499151,0.504519823,0.201139282,0.710503084,0.609133631,0.814546798,0.559692448,0.744734445,0.364268336,0.596081697,0.4960913415794482,0.4893403638814016,0.6293315664556962,0.7365583028083028,0.30763647058823534,0.5658525179856115,0.4066862980769231,1.2392528483448806,0.354167294520548,0.840298354978355,1.1015620476973684
6468,0.385457989,0.276491592,0.60291091,0.371729189,0.43642863,0.27948209,0.455904277,0.656708221,0.202809748,0.853067932,0.218794343,0.632367141,0.418161747,0.442250885,0.668691838,0.321341891,0.499326199,0.312236145,0.564998003,0.283469302,0.927661531,0.460857285,0.201278619,0.636372066,0.556610928,0.804251835,0.429781654,0.638393545,0.328664085,0.545399208,0.49446958452267686,0.5038865229110513,0.6370338607594938,0.7173424297924298,0.30964431372549023,0.5696071942446043,0.4157415865384616,1.2300032717474985,0.3621321917808219,0.8417110245310245,1.1550567023026317
6469,0.313217035,0.214792196,0.565554993,0.316534008,0.35168914,0.219998827,0.43766846,0.654974297,0.201166782,0.846809352,0.208786003,0.616810569,0.343391067,0.359616846,0.64055227,0.288790738,0.486750142,0.205183197,0.559638596,0.246345981,0.925170334,0.431473623,0.201245834,0.588481378,0.510722323,0.803658773,0.331150537,0.552428997,0.315710238,0.524868867,0.4939345068189026,0.5081342318059299,0.6539959651898735,0.70635,0.3143364705882353,0.5687525179856114,0.4233112980769231,1.1886516166281755,0.3735248287671233,0.8418493506493506,1.203822697368421
6470,0.275957784,0.203691058,0.538258943,0.29009053,0.291392087,0.207017308,0.432649843,0.661061939,0.200802409,0.846166086,0.20704582,0.606489202,0.295240363,0.300233892,0.621479061,0.278635704,0.493525978,0.2,0.564663833,0.241819263,0.933152838,0.407540506,0.201311404,0.561999663,0.49008438,0.808367212,0.276482626,0.465264868,0.313703898,0.511795246,0.4940237234379955,0.5124808625336927,0.6651442246835443,0.7017567765567767,0.3399007843137255,0.5726189448441248,0.4339569711538461,1.1432334103156276,0.3842799657534247,0.8407277922077921,1.2472701891447369
6471,0.271145675,0.203201713,0.553778949,0.290341576,0.274201703,0.206050859,0.435829807,0.69985648,0.200760316,0.853646034,0.206591104,0.607072962,0.269202551,0.268031934,0.619623153,0.27379551,0.547603469,0.2,0.625228933,0.245996958,0.943708498,0.407534803,0.201483526,0.558834416,0.452526505,0.819800732,0.258601713,0.446791301,0.348364476,0.519165994,0.5001489692356487,0.5378932614555256,0.746870253164557,0.7053838217338219,0.472328431372549,0.6139988009592326,0.4449182692307692,1.061928483448807,0.44771250000000007,0.8308229725829726,1.3018052220394736
6472,0.303600724,0.203760965,0.599883183,0.305223006,0.279853707,0.207653831,0.458097097,0.736560589,0.20086555,0.879503755,0.20717025,0.655823099,0.268826961,0.274657698,0.632645854,0.286066509,0.568175992,0.2,0.651184197,0.257144531,0.967003666,0.420962673,0.201598274,0.582368677,0.457483853,0.840137474,0.27951046,0.468168684,0.402243442,0.533246931,0.5049932445290202,0.5923483153638814,0.7963162183544303,0.7153711233211234,0.4996201960784314,0.6738563549160672,0.4572867788461539,1.018245765973826,0.46963595890410953,0.8256479076479077,1.3533769325657894
6473,0.404409871,0.206025932,0.704258368,0.360606471,0.330009605,0.214132371,0.49447077,0.766944784,0.201366727,0.903688147,0.210912284,0.678111538,0.463655148,0.391029644,0.682009227,0.331141938,0.595773822,0.2,0.662490979,0.285912461,0.984524004,0.460348507,0.201901536,0.651381578,0.526257113,0.875281594,0.490624441,0.541425932,0.479504855,0.561817176,0.5093160799238822,0.6064742587601079,0.803957753164557,0.7343426129426129,0.5105727450980393,0.68223309352518,0.4668834134615384,1.000300769822941,0.4783732876712329,0.8206090331890333,1.4222509868421054
6474,0.584347971,0.298623961,1.012207486,0.482384545,0.523101699,0.312744595,0.539819178,0.830192526,0.204275131,0.945960794,0.229489791,0.875813528,0.740221219,0.661451946,0.767048656,0.465612382,0.701808294,0.219536665,0.758909537,0.410883732,1.00532178,0.540536997,0.202196602,0.825996469,0.927629977,0.927666333,0.782846244,0.705992074,0.622637332,0.621826298,0.5496727878211228,0.6548789083557951,0.845471914556962,0.7847211233211233,0.6215029411764705,0.6920247002398082,0.4749990384615384,0.9579280600461892,0.5263655821917808,0.8015709379509379,1.483517146381579
6475,0.737200655,0.61922873,1.108099455,0.631826457,0.663649091,0.507212997,0.587812533,0.846235381,0.22325803,0.985699476,0.332486306,0.896387949,0.879621636,0.832143512,0.82363502,0.619986056,0.69668521,0.47690232,0.755449399,0.668790338,1.023694119,0.59142396,0.202786733,0.915048066,1.029149568,0.963199434,0.922865714,0.827257432,0.684913705,0.729753879,0.5827417697431019,0.6908613881401617,0.8496448575949367,0.817025518925519,0.6345182352941175,0.7128136690647483,0.4858536057692308,0.9481707467282524,0.5351256849315067,0.7964291197691198,1.533581167763158
6476,0.838171919,0.791184512,1.167677305,0.711721743,0.747329393,0.62222597,0.649151191,0.864525317,0.262026237,1.008741162,0.483753232,0.905752943,0.991688454,0.965728675,0.895099991,0.708264256,0.678166376,0.606880946,0.751045972,0.790123312,1.034202128,0.633365093,0.206171795,0.979657935,1.089512569,0.989122318,1.000993384,0.89729649,0.716154317,0.840168943,0.5960226133840786,0.7011350404312668,0.8577188291139239,0.8417421855921856,0.6458360784313725,0.7182760191846523,0.4928641826923077,0.9523037721324096,0.5491902397260273,0.7931247041847042,1.5856275493421057
6477,0.91846337,0.8935974,1.316900984,0.774434348,0.811142046,0.70936078,0.712290824,0.907295461,0.30549708800000003,1.031119101,0.60609579,1.005786983,1.10780226,1.095087332,0.942839445,0.812644528,0.61990132,0.694795938,0.725822498,0.870641786,1.047009777,0.669409645,0.212400963,1.040579856,1.311718397,1.012711696,1.091041663,0.970603376,0.807920272,0.907985842,0.666076847446876,0.7744824797843665,0.9058481012658228,0.8717623321123321,0.7053643137254901,0.7581294964028776,0.49868942307692304,0.9590004618937644,0.6088255136986301,0.784525367965368,1.6012916118421052
6478,0.966659592,0.985202757,1.384613234,0.819029823,0.866476694,0.78051919,0.764082052,0.943113701,0.379495009,1.055669344,0.721070474,1.049898094,1.148065563,1.153246823,1.0151132410000001,0.930199222,0.596254947,0.788292833,0.721008761,0.91748486,1.055752791,0.695335667,0.220638219,1.077246986,1.352941263,1.033135902,1.1368168,1.027356027,0.903784765,0.963530102,0.711077957500793,0.7897201482479784,0.9107519778481014,0.8953557997557998,0.7205958823529413,0.7639709832134294,0.5036588942307693,0.9702297151655118,0.6295664383561643,0.783932005772006,1.5715496299342109
6479,0.997734669,1.055906099,1.49959709,0.859601594,0.8984957,0.83752079,0.817666719,0.96002622,0.442673558,1.079576321,0.810043969,1.123296549,1.26492116,1.201962878,1.089374614,0.953805887,0.536381688,0.877005239,0.625063964,0.93908196,1.06173681,0.723189571,0.248751441,1.106999215,1.481116541,1.055016679,1.197802634,1.097817007,0.973268597,1.007857757,0.816134253092293,0.7176567385444743,0.9002072784810127,0.9181778998779,0.772363725490196,0.7857817745803357,0.4691564903846154,1.033858468052348,0.6815181506849315,0.792723520923521,1.2679091694078946
6480,1.030972625,1.089391268,1.512642825,0.895563887,0.950648279,0.885985425,0.850257591,0.970618826,0.503160748,1.097296864,0.888557151,1.154161286,1.299578774,1.244725808,1.152607132,1.018824432,0.530434456,0.934419111,0.605610206,0.933434139,1.072750397,0.745055634,0.270020773,1.130509882,1.515665544,1.069595807,1.209198736,1.157796121,1.006965168,1.033118044,0.8409685696162384,0.7003941374663073,0.901968670886076,0.9345909645909648,0.7796254901960784,0.7885551558752997,0.4328783653846154,1.0531892994611238,0.7058950342465753,0.7962877344877344,1.1724241776315791
6481,1.06045421,1.139863695,1.524842099,0.928918094,1.001281938,0.934691116,0.878334721,0.962019423,0.565271172,1.117636087,0.943610799,1.16290526,1.344339773,1.306460352,1.197349546,1.094259266,0.529619217,1.000006486,0.597492842,0.938193539,1.085685274,0.770478581,0.290257375,1.153485143,1.541439776,1.080883171,1.233063795,1.209527072,1.03855448,1.070719748,0.8779665715191882,0.6417652291105123,0.891515506329114,0.951304761904762,0.7904152941176471,0.7659877697841728,0.3963480769230769,1.0660482678983834,0.730102910958904,0.8002610966810967,1.1303796875
6482,1.095981575,1.140269152,1.545352507,0.950047772,1.04081892,0.971883847,0.904045716,0.961144358,0.62305910900000006,1.129009612,0.989064162,1.142318418,1.355663827,1.369587843,1.255710308,1.117445132,0.532572786,1.052237161,0.60038616,0.91653298,1.095983142,0.792389133,0.314764235,1.173632736,1.545972966,1.089120829,1.254640097,1.250875432,1.05138632,1.096080336,0.9055497304154774,0.6166245956873315,0.8790645569620253,0.9631106227106228,0.7922801960784314,0.774617026378897,0.3769889423076923,1.0795831793687454,0.7403467465753424,0.8036685137085137,1.103136842105263
6483,1.120326816,1.159940815,1.597037804,0.979322487,1.065374037,0.996119497,0.929274442,0.986002681,0.708414409,1.142299902,1.03984512,1.16558186,1.447392419,1.419421433,1.329670723,1.204450962,0.548227149,1.112441985,0.631793889,0.897664602,1.107735796,0.817362622,0.364654958,1.190099641,1.655737131,1.099789429,1.290807224,1.276422398,1.12152161,1.132267786,0.9855832540437678,0.5280394204851752,0.6643793512658227,0.9799672771672772,0.7307801960784314,0.7534371702637891,0.36188822115384617,1.1161471516551194,0.7085934931506849,0.8257722077922077,1.051552220394737
6484,1.129504225,1.174956712,1.606683741,1.009148108,1.094688735,1.022970113,0.944578964,0.99551496,0.764372591,1.156417782,1.071741158,1.141330995,1.481186175,1.432376365,1.351283265,1.210266374,0.552695369,1.151714668,0.653392255,0.880657679,1.116628912,0.825147159,0.393440274,1.202856818,1.678575394,1.113255319,1.348812906,1.277224877,1.076384232,1.146500608,0.9769408816999684,0.47546125336927225,0.645687420886076,0.9870434676434676,0.7021078431372548,0.7588297362110312,0.35381971153846153,1.1315547729022326,0.6636729452054794,0.8313137085137087,1.0361569901315788
6485,1.153537094,1.131614739,1.627859225,1.030989082,1.119185258,1.046152667,0.961985881,0.998934195,0.8139799,1.162095933,1.08545951,1.178418361,1.502942255,1.432323401,1.38860832,1.214430497,0.572670941,1.168061673,0.673514352,0.855834763,1.122838796,0.838279573,0.415947244,1.225489057,1.689517348,1.121842447,1.379425029,1.265617884,1.055197161,1.155155219,0.9792390421820488,0.4500983153638813,0.6280023734177216,0.993075457875458,0.6395554901960785,0.7170436450839329,0.3495444711538462,1.1398247882986912,0.5502424657534246,0.8330367388167388,1.017087417763158
6486,1.173426092,1.104938453,1.540999277,1.055633399,1.137105805,1.073673133,0.984305918,1.02944803,0.846470898,1.169162087,1.107575023,1.113093177,1.488613477,1.417302883,1.420309223,1.2036313,0.651036305,1.207135003,0.75311444,0.855718422,1.13014942,0.845332884,0.45379764,1.211893379,1.614375088,1.130862287,1.39568474,1.25459,0.785954464,1.161216312,0.8452582619727244,0.4078430592991914,0.5202390031645571,0.9807551892551892,0.4231909803921569,0.6228944844124701,0.3462870192307692,1.1642120862201697,0.4340796232876712,0.8452852236652237,1.018310690789474
6487,1.103340109,1.058157085,1.342611082,1.045382367,1.047142494,1.060133961,0.984057248,1.022566347,0.862546708,1.130302195,1.103700325,1.072757872,1.373861187,1.259004834,1.449615003,1.141101656,0.672998743,1.198562793,0.766603902,0.857844288,1.121004707,0.787951582,0.448371706,1.068900101,1.479943478,1.106621537,1.273379294,1.096625698,0.674113058,1.181653516,0.7853462733904218,0.3983597708894879,0.5111879746835444,0.9582607448107447,0.40582960784313726,0.5806040767386091,0.3477673076923077,1.1846443418013857,0.4131921232876712,0.8480376911976912,1.0371378289473685
6488,0.907388005,0.947649035,1.090379579,0.896937664,0.838847681,0.939544467,0.937781978,1.004497879,0.779300034,1.078516468,0.910157563,0.971643256,1.091360786,0.967497665,1.44426673,0.905770899,0.684487816,1.024726347,0.782259121,0.834311698,1.09125854,0.685797784,0.439765618,0.861171723,1.147966858,1.055500795,1.0408559,0.877110416,0.547337072,1.175105243,0.7232020298128764,0.4028543800539083,0.5088883702531646,0.9066505494505496,0.3976154901960785,0.5679119904076738,0.34949495192307695,1.192550885296382,0.4017664383561643,0.8489997979797981,1.041874383223684
6489,0.68779844,0.867368516,0.673246259,0.694629717,0.657140723,0.814283804,0.866519117,0.981346472,0.487158602,1.016201561,0.626205792,0.62071679,0.724643602,0.647623112,1.301123608,0.554746142,0.709114257,0.841918984,0.840336984,0.803661161,1.051455143,0.58724422,0.31055135,0.614556548,0.717015594,1.00251302,0.76963821,0.675075943,0.371655794,1.075429633,0.5670364414843008,0.42411792452830177,0.5057039556962026,0.823442857142857,0.3408813725490197,0.5335076738609112,0.35846418269230773,1.2099060046189378,0.35688955479452056,0.8517105339105339,1.0885841282894737
6490,0.532751243,0.823746917,0.554955624,0.555515545,0.521717995,0.716519167,0.821615301,0.929501582,0.293113677,0.968625458,0.409278519,0.594745698,0.500847998,0.475761048,1.124429945,0.36019108,0.695718507,0.684030837,0.841868243,0.770884759,1.013981405,0.524834454,0.238227424,0.456288777,0.595659984,0.953072109,0.546317525,0.527361865,0.295661147,0.959300233,0.5426117982873454,0.44508497304582206,0.5125912974683545,0.7764340659340659,0.3365552941176471,0.5464230215827338,0.3759382211538461,1.2103524249422632,0.35221815068493145,0.8518179797979797,1.0992740542763155
6491,0.408023896,0.789996103,0.354558245,0.430153097,0.423583167,0.636323904,0.798217693,0.859393764,0.218210744,0.938210879,0.297547236,0.498319789,0.324912014,0.301764544,0.966696632,0.262328219,0.699580866,0.574585643,0.84545105,0.712523937,0.986834127,0.474969611,0.21658926,0.325212361,0.302725791,0.911425403,0.378832972,0.405707677,0.244459561,0.868472673,0.509163177925785,0.48353692722371966,0.6242678797468355,0.7347800366300367,0.338461568627451,0.5466338129496404,0.3911492788461538,1.1647431100846803,0.3593597602739726,0.8535999134199136,1.1577806743421053
6492,0.329151958,0.750890459,0.312983975,0.356812892,0.367865409,0.581720652,0.785693756,0.831370082,0.206719191,0.921538087,0.265664922,0.522198041,0.241662377,0.225618565,0.873550149,0.239886231,0.693963293,0.496638338,0.842515432,0.698372654,0.973481826,0.45214303,0.208720836,0.268000167,0.269336595,0.882618534,0.277841575,0.324988199,0.232642941,0.805106307,0.5050182048842372,0.4918101752021564,0.6334937500000001,0.7184320512820512,0.3408268627450981,0.540063788968825,0.40566153846153846,1.159525519630485,0.3629729452054794,0.8533992207792208,1.2057513569078946
6493,0.287808148,0.736196132,0.288631936,0.324065378,0.334665522,0.555526555,0.77899473,0.823991449,0.203710814,0.911425495,0.255528493,0.523123362,0.206629172,0.204824997,0.818161347,0.226444571,0.697224248,0.494445447,0.840650003,0.684443476,0.962601662,0.457951773,0.206565216,0.236587273,0.247923239,0.869437283,0.210442453,0.272669867,0.228306415,0.760959195,0.5033364097684744,0.5078627358490566,0.6592878164556962,0.7088242979242979,0.34685372549019616,0.5536237410071942,0.4173324519230769,1.1174909160892994,0.3671392123287671,0.8523965079365079,1.243701809210526
6494,0.279840686,0.725067031,0.272656142,0.313465672,0.347254075,0.553646978,0.790614412,0.834513834,0.202683467,0.910927452,0.251894419,0.532252369,0.204704271,0.202484,0.767004766,0.222142841,0.71148424,0.53850262,0.843382582,0.663089634,0.962573072,0.479248597,0.205966888,0.225759372,0.236981285,0.867015932,0.203647706,0.263677136,0.22832449,0.743930819,0.5027840469394228,0.5147776280323451,0.6680690664556962,0.7058289987789987,0.3613227450980392,0.5614539568345324,0.42144230769230767,1.0749412240184757,0.3821342465753425,0.8501483982683983,1.2753919819078947
6495,0.289472813,0.711840739,0.303956605,0.32149216,0.385001707,0.564181271,0.788617515,0.840277378,0.202611119,0.922776212,0.254577888,0.621350231,0.206516495,0.201726618,0.760139163,0.224422339,0.768662311,0.607479007,0.880665777,0.663829985,0.967907607,0.518867145,0.205704607,0.225744852,0.238426073,0.870275089,0.203170882,0.261732985,0.242426108,0.73238895,0.507181033935934,0.5418446091644205,0.7425049050632911,0.7125025641025642,0.4994207843137256,0.5947237410071943,0.4312795673076923,0.9933674364896076,0.4449008561643835,0.835517922077922,1.321330509868421
6496,0.320800951,0.737286672,0.343754237,0.341017935,0.452438133,0.595326475,0.805579839,0.88320417,0.20339248100000001,0.963984817,0.265839672,0.666703385,0.212760688,0.20036545,0.740783806,0.232094456,0.791930022,0.721509336,0.897712666,0.686548188,0.988068289,0.580317533,0.205761981,0.23753104,0.253390902,0.894119186,0.207152365,0.288851818,0.277039239,0.731267003,0.5142961623850302,0.5971146226415095,0.7928854430379747,0.7228207570207571,0.5307482352941176,0.6464280575539568,0.4376629807692308,0.9551723248652813,0.45786130136986297,0.8296325252525253,1.360643708881579
6497,0.399131181,0.759530891,0.480132169,0.388967659,0.553173604,0.66061843,0.839165392,0.934163192,0.204482969,1.006791348,0.29328461,0.66357965,0.321588038,0.235242078,0.774240297,0.253124471,0.814440407,0.820189429,0.944255326,0.736035373,1.017817791,0.660285857,0.206114421,0.30517548,0.336227654,0.955064584,0.368342837,0.378481296,0.32918977,0.754140107,0.519587947986045,0.6082278301886793,0.7991102056962025,0.746380586080586,0.5483117647058824,0.660436690647482,0.443965625,0.9388065050038492,0.4728291095890411,0.8234434343434343,1.4081455180921054
6498,0.559204006,0.83992326,0.78269091,0.485954972,0.672843738,0.768687411,0.911076302,1.02495387,0.212976668,1.073137142,0.351861626,0.812910325,0.580952063,0.541462576,0.814593741,0.310732154,0.931015067,0.887172279,1.053283505,0.841641174,1.063813442,0.773428583,0.209655211,0.577190668,0.729965672,1.045930857,0.629618739,0.582559195,0.447627094,0.809020942,0.5904052013954963,0.6498657008086254,0.8540915348101266,0.8076126984126984,0.6728417647058824,0.6983709832134292,0.44650456730769233,0.9068725558121632,0.5348392123287671,0.7982393650793651,1.459740460526316
6499,0.649269931,0.950053815,0.887875349,0.581819553,0.753310421,0.879439122,0.968202637,1.039549087,0.23461541,1.118193243,0.437254112,0.84671249,0.77025907,0.717964265,0.93770435,0.426834989,0.960875964,0.975286624,1.056671733,0.961260765,1.094057086,0.838259039,0.222982354,0.7270807,0.85402529,1.099019139,0.765179902,0.691845276,0.501725974,0.925379604,0.6145601014906439,0.6719194743935311,0.8578738132911392,0.8398887667887667,0.6801350980392156,0.7180513189448441,0.44877067307692303,0.895488106235566,0.5536532534246574,0.7925974891774892,1.507658347039473
6500,0.696631844,1.033801692,0.920617587,0.623039858,0.8159467,0.961850552,1.009858669,1.038117654,0.274792437,1.146253057,0.51849285,0.84639577,0.910485786,0.847698964,1.094854557,0.520902676,0.977978154,1.015356722,1.058702132,1.051953779,1.110042584,0.889985601,0.252472549,0.820856573,0.909947885,1.140527361,0.853773866,0.783791189,0.528141278,1.010267865,0.6246037107516651,0.6897746630727764,0.863053085443038,0.8635647741147741,0.6865484313725491,0.7317661870503597,0.4503055288461538,0.9022314472671286,0.566110102739726,0.7874492352092352,1.557658634868421
6501,0.730344289,1.108699418,1.00724034,0.659929626,0.869564112,1.026349352,1.04595353,1.062538445,0.321405839,1.177143802,0.602624573,0.891481884,1.029078489,0.959627252,1.17639535,0.609408227,1.043068049,1.046655257,1.088828172,1.136840324,1.11728602,0.946553541,0.285077329,0.908971664,1.102522293,1.162115826,0.902839092,0.81742913,0.622858753,1.079420211,0.703472660957818,0.7518116576819408,0.9173496044303796,0.893862087912088,0.7673343137254902,0.7634112709832134,0.4529177884615384,0.9085811393379524,0.6425554794520548,0.7771988744588745,1.584010074013158
6502,0.75186632,1.17483088,1.040056992,0.693067655,0.932565473,1.097401119,1.082229242,1.07775485,0.396761278,1.205290192,0.679478085,0.897468525,1.05281581,1.022797113,1.213626355,0.714759729,1.07448369,1.100480762,1.085469554,1.208442855,1.121914842,1.000599265,0.318673858,0.95942867,1.129257509,1.191158616,0.926131961,0.838707238,0.699557577,1.12769689,0.7355201712654617,0.7666045822102426,0.9199416930379748,0.9150264957264956,0.7812950980392157,0.7746028776978418,0.4496072115384615,0.9157511547344112,0.6822071917808218,0.7760790764790765,1.5578557565789473
6503,0.780592676,1.234419102,1.110201655,0.728646406,1.012157763,1.176524401,1.11622171,1.139160634,0.48698102,1.230226768,0.760069972,0.950839057,1.144056134,1.061661911,1.307964131,0.779329554,1.140045799,1.124801916,1.121141121,1.280193457,1.121987748,1.067130592,0.39380091,1.018270676,1.235197623,1.214752982,1.001255637,0.864949134,0.820333371,1.176380508,0.8316771328893119,0.7176320080862533,0.9007901107594936,0.9459017094017094,0.8534452941176471,0.766814628297362,0.42806682692307696,0.9835301000769822,0.7096645547945206,0.7831625685425686,1.333489638157895
6504,0.806693527,1.294566576,1.122442787,0.761484575,1.075605335,1.227514023,1.136529779,1.163484196,0.540948963,1.253522595,0.822627816,0.960775391,1.177098709,1.08956851,1.358970232,0.8025573,1.163291236,1.162280415,1.121534511,1.318638833,1.119702881,1.123845691,0.426061447,1.057387968,1.281861643,1.237160839,1.013510023,0.888196211,0.844395142,1.208869687,0.8568594354582937,0.7125940700808626,0.9047838607594936,0.9605032967032968,0.8596331372549019,0.7725163069544365,0.40842524038461536,1.0102090454195536,0.7192816780821919,0.7848623665223665,1.2294757401315792
6505,0.83789118,1.351736036,1.159473142,0.793046595,1.15301615,1.278101512,1.146288201,1.180715411,0.598126543,1.270718098,0.879773893,0.974413009,1.187258432,1.109541139,1.400853546,0.846577739,1.18025978,1.213314968,1.128446326,1.349744157,1.117661033,1.167663372,0.446871788,1.096236651,1.31039953,1.248331969,0.987570779,0.935699669,0.876401688,1.230620845,0.9072905803996196,0.6603615229110512,0.8948782436708861,0.9741813797313796,0.8678574509803921,0.742230695443645,0.3869096153846154,1.024343494996151,0.7467493150684932,0.78672455988456,1.1584398026315788
6506,0.867238326,1.407115893,1.1726398,0.823750876,1.217815876,1.327196005,1.147946003,1.208231338,0.636927635,1.285224172,0.940558616,0.98932372,1.178460225,1.074426174,1.434842984,0.872465897,1.191686485,1.269732071,1.125586848,1.390801916,1.114573245,1.219508572,0.473042492,1.1090264970000001,1.336631058,1.253609686,0.961846105,0.958872289,0.889266666,1.24599854,0.9390897557881384,0.631096563342318,0.8811873417721519,0.9841347985347986,0.8714213725490195,0.7412215827338131,0.3652036057692308,1.0376823710546574,0.761307191780822,0.7890427128427128,1.1181425164473684
6507,0.899294013,1.462146217,1.237296418,0.850298957,1.277225014,1.374597547,1.149535985,1.244044177,0.710379654,1.302864655,1.010843898,1.007811511,1.19289229,1.033469308,1.440047048,0.907374326,1.232145483,1.318573733,1.149545553,1.414133553,1.105808311,1.27698798,0.550530071,1.139702527,1.442491643,1.247677913,0.967019649,0.975765716,0.95510158,1.263097128,1.047652933713923,0.5463145552560648,0.6772981803797469,1.000178266178266,0.7983507843137255,0.72491654676259,0.3459132211538461,1.0675867975365667,0.7290446917808219,0.8110498124098124,1.0479635690789473
6508,0.930432355,1.508116671,1.245644759,0.882600167,1.34047427,1.417323474,1.148646801,1.270339335,0.774176453,1.319048248,1.068474884,1.003644461,1.169023513,1.004842403,1.461659591,0.941500985,1.243732562,1.363428321,1.152032791,1.455921086,1.096966659,1.322387893,0.575069717,1.152154796,1.447210402,1.245722265,0.967901774,1.012936221,0.882030586,1.267914479,1.0475819219790674,0.49277331536388136,0.6572650316455696,1.0058829670329668,0.7631245098039215,0.7325647482014389,0.3338038461538462,1.0890674749807543,0.6727690068493151,0.816607821067821,1.0046831825657894
6509,0.962061003,1.53504462,1.27887534,0.901449513,1.395633138,1.451155851,1.135949548,1.285960863,0.816554187,1.322605761,1.123142434,0.997738553,1.146450524,1.003767239,1.488984064,0.962802227,1.260170979,1.391935903,1.160255906,1.472293423,1.085670978,1.364141942,0.599847055,1.157483445,1.440947442,1.226913444,0.97526871,1.064733356,0.879331366,1.283905449,1.037132032984459,0.45916179245283023,0.6423824367088607,1.0109216117216115,0.70118352941176465,0.6972640287769784,0.3270026442307692,1.1021133564280217,0.5531541095890411,0.8178712265512266,0.9835262335526316
6510,0.989450882,1.563007183,1.218920767,0.919929264,1.431032529,1.474191771,1.119846267,1.245227135,0.866282515,1.305784954,1.173514422,0.956633182,1.118149779,0.998433789,1.499367113,0.994798961,1.234319453,1.424031852,1.133213533,1.476217284,1.070519374,1.385418232,0.671113662,1.14590053,1.364744788,1.205052232,0.983303201,1.105221326,0.582877307,1.282807861,0.8921386615921345,0.4125355121293801,0.5387883702531646,0.9956723443223442,0.4205154901960785,0.6015736211031176,0.3219581730769231,1.1263497305619707,0.43154229452054793,0.8295333333333333,0.9732295641447368
6511,1.001067955,1.601665427,1.073580578,0.926588948,1.357177879,1.463240906,1.079968604,1.159978535,0.904558753,1.222002548,1.20836383,0.964830657,1.052975436,0.970956197,1.472130419,0.949918974,1.18366329,1.454134264,1.105883521,1.48607453,1.049707302,1.298656691,0.729085911,1.036792087,1.284108355,1.164140524,0.966209048,1.092605029,0.476554842,1.278904689,0.840946780843641,0.3977176549865229,0.5332,0.9731288156288156,0.4027323529411765,0.5628544364508393,0.3232177884615384,1.1450044264819093,0.4147325342465753,0.8318209812409812,0.978321011513158
6512,0.960827331,1.46664819,0.89880028,0.900368622,1.202712316,1.309563312,1.003242533,1.079423955,0.81311435,1.145887206,1.111310653,0.92113563,0.891302501,0.90208214,1.444749516,0.739714549,1.107841649,1.36821281,1.072606133,1.320130112,1.020495304,1.129070366,0.706078968,0.87992726,1.151240828,1.097443265,0.856301035,1.015194745,0.343390048,1.255199079,0.7677326038693307,0.401891307277628,0.5291640031645569,0.9250801587301588,0.3909627450980392,0.5572798561151079,0.32433701923076924,1.154550076982294,0.4072440068493151,0.8325898124098124,0.9783208470394736
6513,0.904632015,1.226016352,0.604636388,0.83512464,1.070733073,1.121002468,0.920804583,0.923543578,0.491323238,1.04538267,0.921208,0.7332644,0.69546961,0.801615207,1.320435076,0.463675906,0.91505332,1.196569256,0.902830963,1.060499546,0.98448493,0.970036059,0.426586008,0.700952896,0.743101318,1.023020086,0.749969205,0.93018159,0.232456165,1.123676222,0.5506260704091342,0.4148320754716981,0.5312645569620253,0.8500254578754578,0.3069594117647059,0.519738129496403,0.334596875,1.1822938029253274,0.3658517123287671,0.8406569696969697,1.022742763157895
6514,0.838950872,1.038918841,0.52564574,0.768332543,0.979922413,0.96517758,0.85187018,0.891506482,0.277728466,0.976040242,0.759310586,0.715670879,0.585393421,0.752660816,1.122906345,0.366878007,0.87311531,1.034295326,0.87623697,0.893296531,0.949940779,0.862885738,0.282298792,0.610022841,0.643371143,0.95717943,0.645616196,0.861135289,0.211830176,0.978115413,0.5344599111956867,0.42090741239892177,0.53344375,0.8078050061050062,0.2992513725490196,0.5182254196642686,0.343123076923077,1.1925556197074672,0.3587154109589041,0.8429069841269842,1.0337164884868415
