Region,Fuel,Year,Value,,Unit,Source,Updated at,Updated by
FSU,Heat_MediumLow_Industrial,2030,0.003150757,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Heat_MediumLow_Industrial,2035,0.006786452,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Heat_MediumLow_Industrial,2040,0.006343427,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Heat_MediumLow_Industrial,2045,0.003317586,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Heat_MediumLow_Industrial,2050,-0.000845599,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Heat_MediumLow_Industrial,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Heat_MediumLow_Industrial,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Heat_MediumLow_Industrial,2025,0.038637245,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Heat_MediumLow_Industrial,2030,0.040280381,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Heat_MediumLow_Industrial,2035,0.019287549,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Heat_MediumLow_Industrial,2040,0.034230701,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Heat_MediumLow_Industrial,2045,0.023944555,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Heat_MediumLow_Industrial,2050,0.014732694,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Heat_MediumLow_Industrial,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Heat_MediumLow_Industrial,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Heat_MediumLow_Industrial,2025,-0.016268368,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Heat_MediumLow_Industrial,2030,-0.023346946,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Heat_MediumLow_Industrial,2035,-0.023496938,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Heat_MediumLow_Industrial,2040,-0.023499968,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Heat_MediumLow_Industrial,2045,-0.023050269,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Heat_MediumLow_Industrial,2050,-0.02223591,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Heat_MediumLow_Industrial,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Heat_MediumLow_Industrial,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Heat_MediumLow_Industrial,2025,0.005159075,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Heat_MediumLow_Industrial,2030,0.023078989,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Heat_MediumLow_Industrial,2035,0.022498054,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Heat_MediumLow_Industrial,2040,0.017045431,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Heat_MediumLow_Industrial,2045,0.011730038,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Heat_MediumLow_Industrial,2050,0.005731056,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Heat_MediumLow_Industrial,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Heat_MediumLow_Industrial,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Heat_MediumLow_Industrial,2025,0.0077013,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Heat_MediumLow_Industrial,2030,0.018620341,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Heat_MediumLow_Industrial,2035,0.019054169,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Heat_MediumLow_Industrial,2040,0.019189173,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Heat_MediumLow_Industrial,2045,0.025078056,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Heat_MediumLow_Industrial,2050,0.024716659,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Heat_MediumLow_Industrial,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Heat_MediumLow_Industrial,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Heat_MediumLow_Industrial,2025,0.0037564,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Heat_MediumLow_Industrial,2030,0.004675294,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Heat_MediumLow_Industrial,2035,0.000582724,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Heat_MediumLow_Industrial,2040,-0.004549265,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Heat_MediumLow_Industrial,2045,-0.00923888,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Heat_MediumLow_Industrial,2050,-0.012957041,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Heat_MediumLow_Industrial,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Heat_MediumLow_Industrial,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Heat_MediumLow_Industrial,2025,0.009928813,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Heat_MediumLow_Industrial,2030,0.007803424,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Heat_MediumLow_Industrial,2035,0.012787248,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Heat_MediumLow_Industrial,2040,0.008903105,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Heat_MediumLow_Industrial,2045,0.00573519,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Heat_MediumLow_Industrial,2050,0.00161552,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Heat_MediumLow_Industrial,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Heat_MediumLow_Industrial,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Heat_MediumHigh_Industrial,2025,0.044537393,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Heat_MediumHigh_Industrial,2030,0.070015884,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Heat_MediumHigh_Industrial,2035,0.071379599,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Heat_MediumHigh_Industrial,2040,0.06431502,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Heat_MediumHigh_Industrial,2045,0.055981163,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Heat_MediumHigh_Industrial,2050,0.044894961,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Heat_MediumHigh_Industrial,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Heat_MediumHigh_Industrial,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Heat_MediumHigh_Industrial,2025,0.025335884,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Heat_MediumHigh_Industrial,2030,0.028845282,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Heat_MediumHigh_Industrial,2035,0.028852994,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Heat_MediumHigh_Industrial,2040,0.024564455,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Heat_MediumHigh_Industrial,2045,0.014313147,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Heat_MediumHigh_Industrial,2050,0.010738259,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Heat_MediumHigh_Industrial,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Heat_MediumHigh_Industrial,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Heat_MediumHigh_Industrial,2025,0.024203868,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Heat_MediumHigh_Industrial,2030,0.020376409,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Heat_MediumHigh_Industrial,2035,0.0087955,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Heat_MediumHigh_Industrial,2040,-0.000884451,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Heat_MediumHigh_Industrial,2045,-0.008685117,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Heat_MediumHigh_Industrial,2050,-0.014864415,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Heat_MediumHigh_Industrial,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Heat_MediumHigh_Industrial,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Heat_MediumHigh_Industrial,2025,0.000866969,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Heat_MediumHigh_Industrial,2030,-5.24E-05,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Heat_MediumHigh_Industrial,2035,8.00E-05,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Heat_MediumHigh_Industrial,2040,-0.003047556,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Heat_MediumHigh_Industrial,2045,-0.006777663,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Heat_MediumHigh_Industrial,2050,-0.010484642,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Heat_MediumHigh_Industrial,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Heat_MediumHigh_Industrial,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Heat_MediumHigh_Industrial,2025,0.000783023,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Heat_MediumHigh_Industrial,2030,0.003150757,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Heat_MediumHigh_Industrial,2035,0.006786452,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Heat_MediumHigh_Industrial,2040,0.006343427,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Heat_MediumHigh_Industrial,2045,0.003317586,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Heat_MediumHigh_Industrial,2050,-0.000845599,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Heat_MediumHigh_Industrial,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Heat_MediumHigh_Industrial,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Heat_MediumHigh_Industrial,2025,0.038637245,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Heat_MediumHigh_Industrial,2030,0.040280381,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Heat_MediumHigh_Industrial,2035,0.019287549,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Heat_MediumHigh_Industrial,2040,0.034230701,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Heat_MediumHigh_Industrial,2045,0.023944555,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Heat_MediumHigh_Industrial,2050,0.014732694,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Heat_MediumHigh_Industrial,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Heat_MediumHigh_Industrial,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Heat_MediumHigh_Industrial,2025,-0.016268368,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Heat_MediumHigh_Industrial,2030,-0.023346946,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Heat_MediumHigh_Industrial,2035,-0.023496938,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Heat_MediumHigh_Industrial,2040,-0.023499968,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Heat_MediumHigh_Industrial,2045,-0.023050269,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Heat_MediumHigh_Industrial,2050,-0.02223591,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Heat_MediumHigh_Industrial,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Heat_MediumHigh_Industrial,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Heat_MediumHigh_Industrial,2025,0.005159075,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Heat_MediumHigh_Industrial,2030,0.023078989,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Heat_MediumHigh_Industrial,2035,0.022498054,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Heat_MediumHigh_Industrial,2040,0.017045431,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Heat_MediumHigh_Industrial,2045,0.011730038,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Heat_MediumHigh_Industrial,2050,0.005731056,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Heat_MediumHigh_Industrial,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Heat_MediumHigh_Industrial,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Heat_MediumHigh_Industrial,2025,0.0077013,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Heat_MediumHigh_Industrial,2030,0.018620341,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Heat_MediumHigh_Industrial,2035,0.019054169,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Heat_MediumHigh_Industrial,2040,0.019189173,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Heat_MediumHigh_Industrial,2045,0.025078056,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Heat_MediumHigh_Industrial,2050,0.024716659,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Heat_MediumHigh_Industrial,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Heat_MediumHigh_Industrial,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Heat_MediumHigh_Industrial,2025,0.0037564,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Heat_MediumHigh_Industrial,2030,0.004675294,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Heat_MediumHigh_Industrial,2035,0.000582724,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Heat_MediumHigh_Industrial,2040,-0.004549265,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Heat_MediumHigh_Industrial,2045,-0.00923888,,annual percentage change,"Keiner et al. (2021), https://doi.org/10.3390/en14133813 + UNIDO - INDSTAT Revision 4",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
